FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,state_descriptions,geographic_areas_code,geographic_areas_desc,CAUSES,MONTH
2009,2454973.5,142,,Miscellaneous,0.1,A,46.8748195,-94.46787197,MN,Minnesota,NR,Northern Rockies,Undefined,May
1993,2449201.5,214,,Railroad,5.0,B,30.21,-81.6,FL,Florida,SA,Southern Area,Human,Aug
1995,2449898.5,181,1550.0,Arson,0.2,A,40.93666667,-123.62,CA,California,CA,California,Human,Jun
2001,2452065.5,156,,Lightning,0.5,B,32.9278,-80.7114,SC,South Carolina,SA,Southern Area,Lightning,Jun
2004,2453125.5,121,,Children,0.5,B,39.90832999,-74.13916997,NJ,New Jersey,,National,Human,May
2005,2453435.5,65,,Missing/Undefined,0.1,A,35.71552999,-94.53808999,OK,Oklahoma,SA,Southern Area,Undefined,Mar
1997,2450804.5,356,,Miscellaneous,0.5,B,30.12,-81.86,FL,Florida,SA,Southern Area,Undefined,Dec
2006,2453926.5,191,1845.0,Fireworks,1.0,B,44.0764,-99.4322,SD,South Dakota,NR,Northern Rockies,Human,Jul
1999,2451476.5,298,1148.0,Miscellaneous,0.1,A,36.8239,-114.0416,AZ,Arizona,SW,Southwest,Undefined,Oct
2007,2454194.5,94,,Arson,9.0,B,33.93935997,-80.07943997,SC,South Carolina,SA,Southern Area,Human,Apr
1997,2450529.5,81,,Miscellaneous,3.0,B,32.525,-80.925,SC,South Carolina,SA,Southern Area,Undefined,Mar
1994,2449529.5,177,1400.0,Miscellaneous,1.0,B,42.725,-112.31,ID,Idaho,GB,Great Basin,Undefined,Jun
2007,2454162.5,62,,Arson,0.75,B,34.53503171,-85.36208893,GA,Georgia,SA,Southern Area,Human,Mar
1999,2451437.5,259,1308.0,Equipment Use,0.1,A,39.547611,-121.53075,CA,California,CA,California,Human,Sep
1998,2450901.5,88,,Miscellaneous,1.0,B,30.7369,-92.9172,LA,Louisiana,SA,Southern Area,Undefined,Mar
2008,2454538.5,73,,Debris Burning,0.75,B,40.87333,-75.99805,PA,Pennsylvania,EA,Eastern Area,Human,Mar
2007,2454288.5,188,,Lightning,10.0,C,43.5281,-103.6484,SD,South Dakota,NR,Northern Rockies,Lightning,Jul
2009,2454940.5,109,1610.0,Debris Burning,1.5,B,43.0155,-108.8418,WY,Wyoming,RM,Rocky Mountain,Human,Apr
2006,2453736.5,1,,Missing/Undefined,10.0,C,30.70554997,-93.97111002,TX,Texas,SA,Southern Area,Undefined,Jan
1993,2449115.5,128,132.0,Miscellaneous,1.0,B,33.0767,-111.7474,AZ,Arizona,SW,Southwest,Undefined,May
1999,2451427.5,249,,Lightning,0.1,A,29.55,-81.36,FL,Florida,SA,Southern Area,Lightning,Sep
1995,2449974.5,257,800.0,Lightning,0.1,A,48.47916667,-117.3766667,WA,Washington,NW,Northwest,Lightning,Sep
1993,2449195.5,208,,Equipment Use,0.1,A,46.404965,-94.978228,MN,Minnesota,NR,Northern Rockies,Human,Jul
2009,2455008.5,177,1417.0,Miscellaneous,0.1,A,42.89701,-115.79117,ID,Idaho,GB,Great Basin,Undefined,Jun
1999,2451318.5,140,1920.0,Children,2.0,B,33.3192,-110.4518,AZ,Arizona,SW,Southwest,Human,May
2008,2454668.5,203,,Lightning,35.0,C,42.05605,-103.496,NE,Nebraska,SA,Southern Area,Lightning,Jul
2001,2452131.5,222,,Missing/Undefined,0.1,A,37.75702,-112.94895,UT,Utah,RM,Rocky Mountain,Undefined,Aug
2006,2453883.5,148,1140.0,Campfire,1.0,B,39.49694444,-82.29916667,OH,Ohio,NR,Northern Rockies,Human,May
2008,2454586.5,121,,Miscellaneous,0.17,A,32.41365392,-84.4695321,GA,Georgia,SA,Southern Area,Undefined,May
1995,2449959.5,242,1930.0,Lightning,2.0,B,37.18333333,-101.6216667,KS,Kansas,SA,Southern Area,Lightning,Aug
1993,2449048.5,61,,Smoking,1.5,B,30.12,-83.38,FL,Florida,SA,Southern Area,Human,Mar
1995,2450048.5,331,,Miscellaneous,0.2,A,35.6583,-81.815,NC,North Carolina,,National,Undefined,Nov
1998,2451104.5,291,,Arson,0.25,A,39.51667,-74.6625,NJ,New Jersey,,National,Human,Oct
2008,2454513.5,48,,Debris Burning,0.77,B,32.05793588,-82.86954509,GA,Georgia,SA,Southern Area,Human,Feb
1999,2451350.5,172,1245.0,Lightning,85.0,C,33.51916667,-111.3083333,AZ,Arizona,SW,Southwest,Lightning,Jun
1993,2449123.5,136,,Railroad,4.5,B,28.62,-81.7,FL,Florida,SA,Southern Area,Human,May
2008,2454826.5,361,,Arson,0.1,A,38.26062,-75.9035,MD,Maryland,EA,Eastern Area,Human,Dec
2008,2454627.5,162,,Lightning,3.0,B,33.93333,-81.4,SC,South Carolina,SA,Southern Area,Lightning,Jun
2007,2454220.5,120,,Lightning,13.6,C,38.54917,-79.18222,VA,Virginia,EA,Eastern Area,Lightning,Apr
1997,2450709.5,261,,Debris Burning,0.5,B,35.2917,-79.1683,NC,North Carolina,,National,Human,Sep
1995,2449850.5,133,1652.0,Powerline,3.0,B,36.2,-120.301,CA,California,CA,California,Human,May
1993,2449215.5,228,2130.0,Arson,0.3,B,36.96166667,-119.3416667,CA,California,CA,California,Human,Aug
1992,2448689.5,68,1403.0,Arson,6.0,B,38.30943092,-93.04781654,MO,Missouri,SA,Southern Area,Human,Mar
2002,2452428.5,154,1400.0,Lightning,93.0,C,25.91436,-81.18015,FL,Florida,SA,Southern Area,Lightning,Jun
2004,2453182.5,178,1950.0,Lightning,0.2,A,35.252,-106.5753,NM,New Mexico,SW,Southwest,Lightning,Jun
1992,2448835.5,214,1306.0,Lightning,2.0,B,46.23,-113.8366667,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2003,2452772.5,133,,Miscellaneous,0.1,A,38.63,-75.17,DE,Delaware,EA,Eastern Area,Undefined,May
2006,2453782.5,47,,Arson,0.1,A,35.93153002,-82.54720998,NC,North Carolina,,National,Human,Feb
1993,2449067.5,80,1402.0,Arson,4.0,B,34.92937335,-88.71128357,MS,Mississippi,SA,Southern Area,Human,Mar
2003,2452899.5,260,,Debris Burning,0.1,A,43.10249,-124.38288,OR,Oregon,NW,Northwest,Human,Sep
2004,2453322.5,318,1000.0,Arson,0.1,A,44.00666667,-121.3919444,OR,Oregon,NW,Northwest,Human,Nov
1993,2449106.5,119,,Missing/Undefined,0.4,B,33.2875,-81.34583333,SC,South Carolina,SA,Southern Area,Undefined,Apr
2006,2453862.5,127,,Missing/Undefined,40.0,C,26.94943998,-80.20721998,FL,Florida,SA,Southern Area,Undefined,May
2005,2453659.5,289,,Debris Burning,0.1,A,42.3765,-121.00733,OR,Oregon,NW,Northwest,Human,Oct
2004,2453114.5,110,,Missing/Undefined,0.04,A,43.77830556,-70.49575,ME,Maine,,National,Undefined,Apr
2007,2454196.5,96,,Miscellaneous,0.17,A,32.3841712,-83.17499713,GA,Georgia,SA,Southern Area,Undefined,Apr
2000,2451752.5,209,,Lightning,0.1,A,46.768,-113.6214,MT,Montana,RM,Rocky Mountain,Lightning,Jul
1992,2448892.5,271,1230.0,Lightning,0.1,A,44.30166667,-115.765,ID,Idaho,GB,Great Basin,Lightning,Sep
1996,2450124.5,42,,Miscellaneous,1.5,B,46.50161,-122.18089,WA,Washington,NW,Northwest,Undefined,Feb
2008,2454552.5,87,1325.0,Arson,11.4,C,34.673,-96.9255,OK,Oklahoma,SA,Southern Area,Human,Mar
1997,2450540.5,92,,Miscellaneous,3.0,B,33.4417,-79.9917,SC,South Carolina,SA,Southern Area,Undefined,Apr
2003,2452780.5,141,1350.0,Miscellaneous,0.1,A,39.8724,-119.3646,NV,Nevada,GB,Great Basin,Undefined,May
1992,2448822.5,201,1645.0,Lightning,0.1,A,45.845,-117.1166667,OR,Oregon,NW,Northwest,Lightning,Jul
2002,2452561.5,287,,Debris Burning,0.25,A,44.52771,-118.61144,OR,Oregon,NW,Northwest,Human,Oct
2006,2453837.5,102,,Arson,0.5,B,34.98979998,-78.46859,NC,North Carolina,,National,Human,Apr
2007,2454189.5,89,,Children,1.0,B,30.30944,-82.14166,FL,Florida,SA,Southern Area,Human,Mar
2007,2454396.5,296,,Debris Burning,1.0,B,26.33183,-98.07898,TX,Texas,SA,Southern Area,Human,Oct
2003,2452786.5,147,1500.0,Equipment Use,0.1,A,46.916,-95.666,MN,Minnesota,NR,Northern Rockies,Human,May
2001,2452049.5,140,847.0,Smoking,0.1,A,39.7894,-119.668,NV,Nevada,GB,Great Basin,Human,May
1994,2449537.5,185,,Missing/Undefined,1.0,B,35.08055496,-106.5263901,NM,New Mexico,SW,Southwest,Undefined,Jul
1996,2450357.5,275,,Missing/Undefined,14.0,C,42.81484985,-106.4484021,WY,Wyoming,RM,Rocky Mountain,Undefined,Oct
2001,2452225.5,316,1445.0,Miscellaneous,0.1,A,33.7656703,-116.2777416,CA,California,CA,California,Undefined,Nov
2000,2451556.5,13,,Missing/Undefined,1.0,B,43.82502,-98.23039,SD,South Dakota,NR,Northern Rockies,Undefined,Jan
2008,2454649.5,184,,Missing/Undefined,120.0,D,35.43634,-77.16676,NC,North Carolina,,National,Undefined,Jul
1993,2449219.5,232,1140.0,Lightning,0.1,A,45.93333333,-114.2033333,MT,Montana,RM,Rocky Mountain,Lightning,Aug
1999,2451321.5,143,,Railroad,0.5,B,28.32,-82.33,FL,Florida,SA,Southern Area,Human,May
1995,2449862.5,145,,Lightning,0.1,A,48.4437,-118.14715,WA,Washington,NW,Northwest,Lightning,May
2000,2451756.5,213,1619.0,Lightning,0.1,A,34.1184,-110.4073,AZ,Arizona,SW,Southwest,Lightning,Aug
1999,2451300.5,122,1339.0,Children,0.1,A,45.9811,-89.8896,WI,Wisconsin,NR,Northern Rockies,Human,May
2007,2454192.5,92,,Railroad,0.25,A,39.75927,-74.93857,NJ,New Jersey,,National,Human,Apr
1995,2449927.5,210,600.0,Lightning,0.1,A,46.14333333,-115.4133333,ID,Idaho,GB,Great Basin,Lightning,Jul
2008,2454630.5,165,,Lightning,0.2,A,29.66472,-83.39417,FL,Florida,SA,Southern Area,Lightning,Jun
2005,2453565.5,195,1750.0,Equipment Use,0.1,A,34.7831,-115.4344,CA,California,CA,California,Human,Jul
2008,2454684.5,219,2030.0,Lightning,0.1,A,42.46027778,-120.5097222,OR,Oregon,NW,Northwest,Lightning,Aug
1999,2451249.5,71,,Debris Burning,1.0,B,35.8617,-78.4617,NC,North Carolina,,National,Human,Mar
2001,2451949.5,40,,Arson,100.0,D,33.3783,-86.1767,AL,Alabama,SA,Southern Area,Human,Feb
2004,2453207.5,203,,Miscellaneous,1.0,B,31.66685001,-97.25419,TX,Texas,SA,Southern Area,Undefined,Jul
2006,2453969.5,234,1909.0,Lightning,264.0,D,36.4675,-113.1494,AZ,Arizona,SW,Southwest,Lightning,Aug
2006,2453939.5,204,,Miscellaneous,3.0,B,32.34583,-99.56132998,TX,Texas,SA,Southern Area,Undefined,Jul
2003,2452731.5,92,,Arson,50.0,C,34.6639,-89.3525,MS,Mississippi,SA,Southern Area,Human,Apr
2008,2454491.5,26,,Campfire,10.0,C,29.4975,-82.57583,FL,Florida,SA,Southern Area,Human,Jan
2006,2453940.5,205,1747.0,Lightning,0.1,A,35.25972222,-111.9425,AZ,Arizona,SW,Southwest,Lightning,Jul
1996,2450146.5,64,,Railroad,0.2,A,29.69,-82.9706,FL,Florida,SA,Southern Area,Human,Mar
2006,2453934.5,199,,Lightning,0.1,A,29.34417001,-81.26083,FL,Florida,SA,Southern Area,Lightning,Jul
2003,2452757.5,118,,Equipment Use,0.15,A,45.15617592,-89.64417782,WI,Wisconsin,NR,Northern Rockies,Human,Apr
2004,2453249.5,245,,Miscellaneous,0.7,B,42.56805,-121.87961,OR,Oregon,NW,Northwest,Undefined,Sep
1995,2450011.5,294,,Missing/Undefined,1.5,B,38.7742,-104.89653,CO,Colorado,RM,Rocky Mountain,Undefined,Oct
2008,2454774.5,309,,Missing/Undefined,900.0,E,34.462,-95.69566,OK,Oklahoma,SA,Southern Area,Undefined,Nov
2000,2451694.5,151,,Arson,28.0,C,33.7939,-87.8175,AL,Alabama,SA,Southern Area,Human,May
1992,2448959.5,338,1747.0,Arson,1.0,B,31.1333507,-90.54057203,MS,Mississippi,SA,Southern Area,Human,Dec
1995,2449816.5,99,,Debris Burning,10.0,C,47.692329,-92.190727,MN,Minnesota,NR,Northern Rockies,Human,Apr
2007,2454322.5,222,730.0,Missing/Undefined,0.8,B,44.54594,-109.12483,WY,Wyoming,RM,Rocky Mountain,Undefined,Aug
2008,2454777.5,312,1700.0,Campfire,33.0,C,31.5625,-94.0,TX,Texas,SA,Southern Area,Human,Nov
2008,2454640.5,175,,Miscellaneous,5.0,B,31.30722,-97.96456,TX,Texas,SA,Southern Area,Undefined,Jun
2008,2454494.5,29,,Missing/Undefined,0.2,A,35.67157,-79.18306,NC,North Carolina,,National,Undefined,Jan
1994,2449390.5,38,1833.0,Debris Burning,50.0,C,38.8269151,-92.41772858,MO,Missouri,SA,Southern Area,Human,Feb
2009,2454944.5,113,1600.0,Miscellaneous,1.5,B,44.30305556,-83.45361111,MI,Michigan,NR,Northern Rockies,Undefined,Apr
1995,2449924.5,207,1359.0,Powerline,360.0,E,36.7166,-120.7677,CA,California,CA,California,Human,Jul
1995,2449796.5,79,1422.0,Lightning,2.0,B,36.725,-90.85333333,MO,Missouri,SA,Southern Area,Lightning,Mar
2004,2453265.5,261,,Lightning,0.1,A,59.88334,-151.0333,AK,Alaska,AK,Alaska,Lightning,Sep
2001,2452224.5,315,,Children,0.1,A,37.4717,-78.6833,VA,Virginia,EA,Eastern Area,Human,Nov
1995,2449842.5,125,1920.0,Arson,1.0,B,47.9861,-98.8865,ND,North Dakota,NR,Northern Rockies,Human,May
1992,2448781.5,160,1342.0,Lightning,0.1,A,40.6666,-108.6507,CO,Colorado,RM,Rocky Mountain,Lightning,Jun
1999,2451250.5,72,,Debris Burning,0.4,B,32.0817,-84.5403,GA,Georgia,SA,Southern Area,Human,Mar
2006,2453934.5,199,1500.0,Fireworks,3.0,B,42.8125,-112.4203,ID,Idaho,GB,Great Basin,Human,Jul
2002,2452323.5,49,,Miscellaneous,5.0,B,34.865,-95.5881,OK,Oklahoma,SA,Southern Area,Undefined,Feb
1998,2450948.5,135,,Arson,11.0,C,46.88874721,-93.67540453,MN,Minnesota,NR,Northern Rockies,Human,May
1993,2449215.5,228,1115.0,Lightning,0.1,A,44.0,-103.4416667,SD,South Dakota,NR,Northern Rockies,Lightning,Aug
1995,2449789.5,72,810.0,Arson,36.0,C,37.80356888,-92.95831475,MO,Missouri,SA,Southern Area,Human,Mar
1995,2449866.5,149,1730.0,Arson,40.0,C,33.84666667,-85.57,AL,Alabama,SA,Southern Area,Human,May
1996,2450207.5,125,,Smoking,1.0,B,36.345,-76.5617,NC,North Carolina,,National,Human,May
1997,2450500.5,52,,Arson,0.6,B,35.1883,-81.945,NC,North Carolina,,National,Human,Feb
2001,2452028.5,119,,Miscellaneous,0.05,A,46.70152248,-92.44651156,MN,Minnesota,NR,Northern Rockies,Undefined,Apr
1997,2450655.5,207,,Missing/Undefined,0.3,B,37.65483,-113.53991,UT,Utah,RM,Rocky Mountain,Undefined,Jul
1997,2450510.5,62,,Railroad,50.0,C,28.31,-81.37,FL,Florida,SA,Southern Area,Human,Mar
2008,2454479.5,14,,Missing/Undefined,0.2,A,35.11695,-83.05775,NC,North Carolina,,National,Undefined,Jan
2005,2453698.5,328,,Campfire,1.0,B,30.96221481,-90.71779101,LA,Louisiana,SA,Southern Area,Human,Nov
1994,2449575.5,223,1400.0,Lightning,360.0,E,45.50833333,-115.1533333,ID,Idaho,GB,Great Basin,Lightning,Aug
1992,2448698.5,77,,Railroad,0.3,B,29.6,-81.87,FL,Florida,SA,Southern Area,Human,Mar
1996,2450285.5,203,,Debris Burning,0.1,A,63.34478,-143.0403,AK,Alaska,AK,Alaska,Human,Jul
1993,2449090.5,103,,Missing/Undefined,5.0,B,33.90833333,-80.8625,SC,South Carolina,SA,Southern Area,Undefined,Apr
2006,2453832.5,97,,Smoking,3577.0,F,30.02128001,-99.46632,TX,Texas,SA,Southern Area,Human,Apr
1996,2450230.5,148,1600.0,Smoking,0.05,A,46.10766205,-89.78588076,WI,Wisconsin,NR,Northern Rockies,Human,May
1996,2450186.5,104,,Children,1.6,B,35.4517,-79.175,NC,North Carolina,,National,Human,Apr
1995,2449837.5,120,,Debris Burning,0.2,A,45.983151,-93.246488,MN,Minnesota,NR,Northern Rockies,Human,Apr
2008,2454535.5,70,,Debris Burning,0.1,A,34.01283,-81.72488,SC,South Carolina,SA,Southern Area,Human,Mar
2006,2453812.5,77,,Debris Burning,150.0,D,34.58856999,-79.41708002,SC,South Carolina,SA,Southern Area,Human,Mar
1995,2449915.5,198,1927.0,Lightning,0.1,A,41.91638889,-120.7127778,CA,California,CA,California,Lightning,Jul
1993,2449178.5,191,,Missing/Undefined,1.0,B,33.22916667,-80.17083333,SC,South Carolina,SA,Southern Area,Undefined,Jul
2000,2451713.5,170,,Missing/Undefined,0.1,A,39.69745,-111.8279,UT,Utah,RM,Rocky Mountain,Undefined,Jun
2000,2451846.5,303,1137.0,Arson,3.0,B,34.5631,-88.5194,MS,Mississippi,SA,Southern Area,Human,Oct
1999,2451408.5,230,,Debris Burning,32.0,C,35.5933,-88.16,TN,Tennessee,SA,Southern Area,Human,Aug
2001,2452150.5,241,1100.0,Lightning,18.0,C,34.56083333,-110.9375,AZ,Arizona,SW,Southwest,Lightning,Aug
2003,2452953.5,314,900.0,Miscellaneous,0.1,A,44.19666667,-118.355,OR,Oregon,NW,Northwest,Undefined,Nov
2007,2454180.5,80,,Debris Burning,0.41,B,32.69565954,-83.83409494,GA,Georgia,SA,Southern Area,Human,Mar
2005,2453631.5,261,,Arson,1.0,B,35.28593,-78.81342,NC,North Carolina,,National,Human,Sep
1994,2449430.5,78,,Debris Burning,1.0,B,34.0383,-78.5383,NC,North Carolina,,National,Human,Mar
2003,2452859.5,220,,Arson,1.0,B,43.13285997,-102.1037,SD,South Dakota,NR,Northern Rockies,Human,Aug
1996,2450127.5,45,,Miscellaneous,0.1,A,36.1683,-81.205,NC,North Carolina,,National,Undefined,Feb
1992,2448725.5,104,,Missing/Undefined,0.1,A,39.43934,-104.96954,CO,Colorado,RM,Rocky Mountain,Undefined,Apr
2001,2451979.5,70,,Arson,1.0,B,37.1914,-86.9647,KY,Kentucky,SA,Southern Area,Human,Mar
1996,2450310.5,228,2114.0,Arson,0.5,B,41.0999,-123.7012,CA,California,CA,California,Human,Aug
1995,2449792.5,75,900.0,Smoking,3.0,B,34.65,-81.48333333,SC,South Carolina,SA,Southern Area,Human,Mar
2001,2452250.5,341,,Debris Burning,0.1,A,35.9,-80.55,NC,North Carolina,,National,Human,Dec
1995,2449774.5,57,,Debris Burning,2.0,B,36.255,-81.8583,NC,North Carolina,,National,Human,Feb
2002,2452538.5,264,300.0,Campfire,0.1,A,48.7378,-112.9515,MT,Montana,RM,Rocky Mountain,Human,Sep
2008,2454579.5,114,,Debris Burning,0.1,A,35.60802,-85.42033,TN,Tennessee,SA,Southern Area,Human,Apr
1992,2448844.5,223,1901.0,Debris Burning,0.04,A,44.80641957,-88.18712004,WI,Wisconsin,NR,Northern Rockies,Human,Aug
2004,2453267.5,263,,Arson,1.0,B,33.16632998,-92.35591,AR,Arkansas,SA,Southern Area,Human,Sep
1999,2451222.5,44,,Campfire,5.0,B,36.3,-94.8542,OK,Oklahoma,SA,Southern Area,Human,Feb
2008,2454635.5,170,,Debris Burning,3.79,B,31.24989684,-83.45914211,GA,Georgia,SA,Southern Area,Human,Jun
2008,2454493.5,28,,Missing/Undefined,0.3,B,35.7717,-94.953,OK,Oklahoma,SA,Southern Area,Undefined,Jan
1995,2449849.5,132,233.0,Equipment Use,0.25,A,33.84452788,-112.4725622,AZ,Arizona,SW,Southwest,Human,May
2002,2452362.5,88,100.0,Arson,0.5,B,47.9608,-99.0535,ND,North Dakota,NR,Northern Rockies,Human,Mar
1995,2449789.5,72,1155.0,Arson,3.0,B,37.11889671,-90.95406561,MO,Missouri,SA,Southern Area,Human,Mar
1999,2451234.5,56,,Smoking,5.0,B,35.6453,-94.6211,OK,Oklahoma,SA,Southern Area,Human,Feb
1997,2450603.5,155,1515.0,Arson,2.0,B,47.9889,-98.9879,ND,North Dakota,NR,Northern Rockies,Human,Jun
1993,2449099.5,112,1430.0,Missing/Undefined,25.0,C,35.67509814,-94.71009817,OK,Oklahoma,SA,Southern Area,Undefined,Apr
1996,2450311.5,229,1210.0,Lightning,10.0,C,42.385,-105.4683333,WY,Wyoming,RM,Rocky Mountain,Lightning,Aug
2008,2454651.5,186,,Miscellaneous,1.0,B,32.791,-98.974,TX,Texas,SA,Southern Area,Undefined,Jul
1993,2449143.5,156,1835.0,Lightning,0.3,B,64.9661,-151.8858,AK,Alaska,AK,Alaska,Lightning,Jun
1992,2448850.5,229,1650.0,Lightning,0.1,A,39.3833,-108.1673,CO,Colorado,RM,Rocky Mountain,Lightning,Aug
1993,2449067.5,80,,Debris Burning,1.0,B,35.2883,-80.405,NC,North Carolina,,National,Human,Mar
2008,2454644.5,179,,Debris Burning,1.0,B,26.35083,-98.07831,TX,Texas,SA,Southern Area,Human,Jun
1995,2449911.5,194,1100.0,Railroad,5.0,B,32.53721977,-111.2673722,AZ,Arizona,SW,Southwest,Human,Jul
2007,2454157.5,57,,Debris Burning,3.3,B,32.64320371,-84.15001041,GA,Georgia,SA,Southern Area,Human,Feb
1996,2450185.5,103,,Arson,0.25,A,39.91667,-74.23333,NJ,New Jersey,,National,Human,Apr
1992,2448853.5,232,1415.0,Lightning,0.1,A,45.45,-114.8166667,ID,Idaho,GB,Great Basin,Lightning,Aug
1994,2449475.5,123,,Miscellaneous,0.25,A,40.76667,-74.925,NJ,New Jersey,,National,Undefined,May
1996,2450218.5,136,,Lightning,50.0,C,26.76,-81.95,FL,Florida,SA,Southern Area,Lightning,May
2003,2452871.5,232,1300.0,Lightning,5.0,B,48.37638889,-113.7305556,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2007,2454451.5,351,,Debris Burning,15.0,C,32.71164,-95.50171,TX,Texas,SA,Southern Area,Human,Dec
1995,2449904.5,187,1300.0,Lightning,0.2,A,44.28611111,-121.7519444,OR,Oregon,NW,Northwest,Lightning,Jul
2007,2454235.5,135,1300.0,Equipment Use,5.7,B,42.03809,-121.76641,CA,California,CA,California,Human,May
2006,2453802.5,67,,Debris Burning,1.0,B,30.49956784,-92.65193777,LA,Louisiana,SA,Southern Area,Human,Mar
2006,2453929.5,194,1448.0,Lightning,0.3,B,39.6011,-106.8089,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
1999,2451370.5,192,1511.0,Lightning,30.0,C,66.7037,-153.686,AK,Alaska,AK,Alaska,Lightning,Jul
2002,2452453.5,179,1420.0,Equipment Use,1.0,B,43.1778,-102.7074,SD,South Dakota,NR,Northern Rockies,Human,Jun
2006,2453867.5,132,,Miscellaneous,1.0,B,31.0411,-88.5928,MS,Mississippi,SA,Southern Area,Undefined,May
1996,2450267.5,185,,Missing/Undefined,1.5,B,37.23652,-113.35784,UT,Utah,RM,Rocky Mountain,Undefined,Jul
2009,2454865.5,34,1552.0,Miscellaneous,0.1,A,34.84722222,-119.0858333,CA,California,CA,California,Undefined,Feb
2000,2451680.5,137,1700.0,Smoking,0.1,A,36.04258,-112.12983,AZ,Arizona,SW,Southwest,Human,May
2006,2453940.5,205,800.0,Lightning,0.1,A,47.75944444,-92.53666667,MN,Minnesota,NR,Northern Rockies,Lightning,Jul
2001,2452169.5,260,2055.0,Lightning,0.1,A,38.5833,-109.8007,UT,Utah,RM,Rocky Mountain,Lightning,Sep
2000,2451780.5,237,1458.0,Lightning,0.1,A,34.05001,-116.05084,CA,California,CA,California,Lightning,Aug
2006,2453783.5,48,1331.0,Arson,5.0,B,35.1169,-98.4814,OK,Oklahoma,SA,Southern Area,Human,Feb
2006,2453840.5,105,,Miscellaneous,10.0,C,30.2814,-89.5972,MS,Mississippi,SA,Southern Area,Undefined,Apr
1998,2451115.5,302,,Debris Burning,0.1,A,35.1417,-77.4783,NC,North Carolina,,National,Human,Oct
2003,2452837.5,198,658.0,Lightning,0.2,A,47.65194444,-115.885,ID,Idaho,GB,Great Basin,Lightning,Jul
2001,2452231.5,322,,Debris Burning,0.1,A,33.1008,-85.2906,AL,Alabama,SA,Southern Area,Human,Nov
2003,2452932.5,293,,Debris Burning,2.0,B,41.11,-85.66,IN,Indiana,NR,Northern Rockies,Human,Oct
1999,2451266.5,88,,Debris Burning,4.8,B,33.4358,-84.3625,GA,Georgia,SA,Southern Area,Human,Mar
2003,2452973.5,334,1330.0,Arson,0.5,B,31.51027778,-88.80083333,MS,Mississippi,SA,Southern Area,Human,Nov
1995,2449907.5,190,1209.0,Lightning,0.1,A,45.32333333,-114.5166667,ID,Idaho,GB,Great Basin,Lightning,Jul
2007,2454365.5,265,1846.0,Campfire,0.1,A,41.30361111,-123.5330556,CA,California,CA,California,Human,Sep
2005,2453435.5,65,,Debris Burning,1.65,B,43.61700451,-90.14701869,WI,Wisconsin,NR,Northern Rockies,Human,Mar
1998,2450962.5,149,1600.0,Campfire,0.1,A,40.89333333,-111.1983333,UT,Utah,RM,Rocky Mountain,Human,May
2002,2452369.5,95,1521.0,Equipment Use,0.1,A,39.4963,-116.5115,NV,Nevada,GB,Great Basin,Human,Apr
1992,2448897.5,276,1630.0,Lightning,0.1,A,44.11666667,-115.555,ID,Idaho,GB,Great Basin,Lightning,Oct
2000,2451896.5,353,830.0,Arson,0.1,A,33.84666667,-109.15,AZ,Arizona,SW,Southwest,Human,Dec
1993,2449285.5,298,,Missing/Undefined,2.0,B,35.14166667,-81.75833333,SC,South Carolina,SA,Southern Area,Undefined,Oct
2007,2454205.5,105,2300.0,Arson,2.0,B,47.9786,-99.0003,ND,North Dakota,NR,Northern Rockies,Human,Apr
2000,2451771.5,228,,Miscellaneous,2.0,B,34.3289,-92.6733,AR,Arkansas,SA,Southern Area,Undefined,Aug
2004,2453153.5,149,,Debris Burning,0.2,A,34.33332999,-79.26666998,SC,South Carolina,SA,Southern Area,Human,May
1999,2451264.5,86,,Missing/Undefined,1.5,B,43.96666667,-69.3,ME,Maine,,National,Undefined,Mar
1994,2449460.5,108,1500.0,Children,1.0,B,45.71333333,-115.3416667,ID,Idaho,GB,Great Basin,Human,Apr
2000,2451745.5,202,,Lightning,0.2,A,29.71,-81.28,FL,Florida,SA,Southern Area,Lightning,Jul
2005,2453463.5,93,,Debris Burning,146.0,D,35.85932999,-92.50132997,AR,Arkansas,SA,Southern Area,Human,Apr
2005,2453568.5,198,,Lightning,0.1,A,35.10069997,-108.2644,NM,New Mexico,SW,Southwest,Lightning,Jul
2008,2454466.5,1,1900.0,Arson,5.0,B,35.8756,-94.6863,OK,Oklahoma,SA,Southern Area,Human,Jan
1995,2449818.5,101,1728.0,Miscellaneous,0.1,A,44.02413732,-84.79806438,MI,Michigan,NR,Northern Rockies,Undefined,Apr
2001,2452020.5,111,1334.0,Debris Burning,3.0,B,30.8181,-89.3628,MS,Mississippi,SA,Southern Area,Human,Apr
1999,2451361.5,183,1258.0,Miscellaneous,0.1,A,37.702439,-120.3992,CA,California,CA,California,Undefined,Jul
1994,2449576.5,224,1309.0,Lightning,0.1,A,39.4499,-115.3842,NV,Nevada,GB,Great Basin,Lightning,Aug
1998,2450888.5,75,1220.0,Equipment Use,0.1,A,34.85036,-87.91142,AL,Alabama,SA,Southern Area,Human,Mar
