FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,state_descriptions,geographic_areas_code,geographic_areas_desc,CAUSES,MONTH
2000,2451772.5,229,,Lightning,30.0,C,36.7482,-104.4798,NM,New Mexico,SW,Southwest,Lightning,Aug
2000,2451760.5,217,1358.0,Lightning,5337.0,G,40.1399,-115.3059,NV,Nevada,GB,Great Basin,Lightning,Aug
1992,2448681.5,60,2145.0,Miscellaneous,0.1,A,40.603727,-74.058908,NY,New York,EA,Eastern Area,Undefined,Mar
2009,2454908.5,77,,Debris Burning,0.5,B,39.105,-82.7,OH,Ohio,NR,Northern Rockies,Human,Mar
2006,2453767.5,32,,Missing/Undefined,2.5,B,35.81148611,-94.90362224,OK,Oklahoma,SA,Southern Area,Undefined,Feb
1993,2449299.5,312,1400.0,Campfire,0.1,A,45.815,-117.7566667,OR,Oregon,NW,Northwest,Human,Nov
2007,2454220.5,120,,Debris Burning,0.125,A,40.91278,-75.64916,PA,Pennsylvania,EA,Eastern Area,Human,Apr
2005,2453466.5,96,1100.0,Arson,0.1,A,18.09861111,-65.53666667,PR,Puerto Rico,SA,Southern Area,Human,Apr
2006,2453827.5,92,,Arson,12.0,C,41.71635,-71.42274,RI,Rhode Island,,National,Human,Apr
1994,2449380.5,28,,Missing/Undefined,0.2,A,32.90833333,-80.75833333,SC,South Carolina,SA,Southern Area,Undefined,Jan
1998,2450912.5,99,1601.0,Children,1.0,B,44.055,-99.4187,SD,South Dakota,NR,Northern Rockies,Human,Apr
2001,2452248.5,339,730.0,Arson,13.5,C,36.43416667,-82.00166667,TN,Tennessee,SA,Southern Area,Human,Dec
2008,2454690.5,225,,Lightning,5.0,B,30.36127,-101.5883,TX,Texas,SA,Southern Area,Lightning,Aug
1995,2449977.5,260,1500.0,Campfire,0.1,A,40.52833333,-111.5883333,UT,Utah,RM,Rocky Mountain,Human,Sep
2004,2453116.5,112,,Equipment Use,5.5,B,37.74999999,-77.25233001,VA,Virginia,EA,Eastern Area,Human,Apr
2006,2453934.5,199,1230.0,Debris Burning,5.0,B,43.93722222,-72.89444444,VT,Vermont,,National,Human,Jul
2009,2455024.5,193,1700.0,Lightning,0.1,A,48.35805556,-120.2472222,WA,Washington,NW,Northwest,Lightning,Jul
2007,2454411.5,311,,Miscellaneous,0.1,A,43.52105,-89.38757,WI,Wisconsin,NR,Northern Rockies,Undefined,Nov
2008,2454568.5,103,1522.0,Missing/Undefined,21.0,C,38.202139,-81.098972,WV,West Virginia,EA,Eastern Area,Undefined,Apr
1993,2449220.5,233,2200.0,Lightning,0.1,A,43.02333333,-110.9616667,WY,Wyoming,RM,Rocky Mountain,Lightning,Aug
1996,2450136.5,54,1359.0,Debris Burning,0.1,A,35.0723,-108.8101,NM,New Mexico,SW,Southwest,Human,Feb
2005,2453554.5,184,,Miscellaneous,15.0,C,35.36917001,-103.4008,NM,New Mexico,SW,Southwest,Undefined,Jul
2002,2452448.5,174,,Miscellaneous,2.0,B,42.66086,-123.37449,OR,Oregon,NW,Northwest,Undefined,Jun
2004,2453353.5,349,,Smoking,9.0,B,33.23339661,-84.74898322,GA,Georgia,SA,Southern Area,Human,Dec
2000,2451725.5,182,2330.0,Lightning,4.5,B,44.6064,-101.6129,SD,South Dakota,NR,Northern Rockies,Lightning,Jul
2000,2451775.5,232,1746.0,Lightning,0.1,A,34.81333333,-111.2683333,AZ,Arizona,SW,Southwest,Lightning,Aug
2001,2452205.5,296,,Arson,2.0,B,35.5667,-85.2683,TN,Tennessee,SA,Southern Area,Human,Oct
2007,2454109.5,9,,Debris Burning,3.0,B,31.6664,-88.6706,MS,Mississippi,SA,Southern Area,Human,Jan
2002,2452545.5,271,1630.0,Lightning,0.1,A,40.4625,-105.4444444,CO,Colorado,RM,Rocky Mountain,Lightning,Sep
2003,2452678.5,39,,Debris Burning,2.38,B,32.76901676,-83.48604094,GA,Georgia,SA,Southern Area,Human,Feb
2006,2453837.5,102,,Campfire,0.28,B,33.32734286,-83.23144378,GA,Georgia,SA,Southern Area,Human,Apr
1994,2449496.5,144,,Debris Burning,0.1,A,45.436259,-93.520706,MN,Minnesota,NR,Northern Rockies,Human,May
2009,2454913.5,82,,Debris Burning,5.0,B,33.47735461,-85.02402786,GA,Georgia,SA,Southern Area,Human,Mar
1993,2449020.5,33,,Missing/Undefined,10.0,C,32.75833333,-80.075,SC,South Carolina,SA,Southern Area,Undefined,Feb
1998,2450884.5,71,,Missing/Undefined,0.1,A,40.16351,-111.94982,UT,Utah,RM,Rocky Mountain,Undefined,Mar
1998,2450986.5,173,1515.0,Miscellaneous,1.0,B,34.44166667,-117.66,CA,California,CA,California,Undefined,Jun
2004,2453285.5,281,1300.0,Miscellaneous,0.3,B,31.9331,-111.8823,AZ,Arizona,SW,Southwest,Undefined,Oct
2008,2454588.5,123,,Equipment Use,0.74,B,33.00976168,-83.81874493,GA,Georgia,SA,Southern Area,Human,May
2005,2453459.5,89,,Equipment Use,35.0,C,32.55687635,-93.18363119,LA,Louisiana,SA,Southern Area,Human,Mar
2009,2455001.5,170,,Equipment Use,0.02,A,32.19634091,-82.50855646,GA,Georgia,SA,Southern Area,Human,Jun
1992,2448775.5,154,1415.0,Lightning,1.0,B,43.68055556,-114.2763889,ID,Idaho,GB,Great Basin,Lightning,Jun
1995,2449791.5,74,1130.0,Arson,18.0,C,34.19612089,-89.27170833,MS,Mississippi,SA,Southern Area,Human,Mar
1996,2450218.5,136,1100.0,Equipment Use,0.5,B,33.73666667,-116.8483333,CA,California,CA,California,Human,May
2005,2453643.5,273,1700.0,Arson,0.5,B,39.868,-116.1656,NV,Nevada,GB,Great Basin,Human,Sep
1995,2449809.5,92,,Children,0.25,A,39.58333,-74.72083,NJ,New Jersey,,National,Human,Apr
2005,2453685.5,315,2000.0,Miscellaneous,0.5,B,43.1889,-100.8958,SD,South Dakota,NR,Northern Rockies,Undefined,Nov
1992,2448673.5,52,1610.0,Missing/Undefined,240.0,D,35.03680082,-95.55090337,OK,Oklahoma,SA,Southern Area,Undefined,Feb
1998,2451061.5,248,,Miscellaneous,1.0,B,30.7597,-90.1686,LA,Louisiana,SA,Southern Area,Undefined,Sep
1994,2449504.5,152,900.0,Lightning,0.1,A,38.8667,-107.6756,CO,Colorado,RM,Rocky Mountain,Lightning,Jun
1994,2449425.5,73,1800.0,Arson,80.0,C,34.97669851,-88.27282909,MS,Mississippi,SA,Southern Area,Human,Mar
2004,2453113.5,109,,Missing/Undefined,153.0,D,44.21195932,-84.84452326,MI,Michigan,NR,Northern Rockies,Undefined,Apr
2005,2453477.5,107,,Missing/Undefined,41.0,C,34.76378001,-95.43765001,OK,Oklahoma,SA,Southern Area,Undefined,Apr
2006,2453793.5,58,,Debris Burning,10.0,C,29.59075,-98.09363002,TX,Texas,SA,Southern Area,Human,Feb
1994,2449472.5,120,,Equipment Use,5.0,B,28.96,-81.05,FL,Florida,SA,Southern Area,Human,Apr
1998,2451066.5,253,,Debris Burning,1.0,B,30.11194,-97.30583,TX,Texas,SA,Southern Area,Human,Sep
2003,2452923.5,284,900.0,Lightning,0.1,A,40.1719,-107.8834,CO,Colorado,RM,Rocky Mountain,Lightning,Oct
2007,2454319.5,219,,Lightning,1.0,B,30.06,-82.27278,FL,Florida,SA,Southern Area,Lightning,Aug
1999,2451493.5,315,1445.0,Miscellaneous,1.0,B,48.6,-113.0676,MT,Montana,RM,Rocky Mountain,Undefined,Nov
1998,2450874.5,61,,Missing/Undefined,1.0,B,34.80555725,-106.5261078,NM,New Mexico,SW,Southwest,Undefined,Mar
2007,2454220.5,120,,Debris Burning,50.0,C,31.8844,-90.0106,MS,Mississippi,SA,Southern Area,Human,Apr
2004,2453203.5,199,1220.0,Lightning,0.3,B,37.1119,-107.3014,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
2004,2453101.5,97,,Smoking,10.0,C,33.49388998,-81.79,SC,South Carolina,SA,Southern Area,Human,Apr
2005,2453645.5,275,,Debris Burning,0.05,A,33.4207286,-83.09825512,GA,Georgia,SA,Southern Area,Human,Oct
2001,2452065.5,156,,Lightning,0.1,A,29.7267,-81.8381,FL,Florida,SA,Southern Area,Lightning,Jun
2007,2454322.5,222,1242.0,Lightning,76.0,C,46.21694444,-114.4008333,MT,Montana,RM,Rocky Mountain,Lightning,Aug
1994,2449461.5,109,,Arson,4.0,B,35.2583,-79.995,NC,North Carolina,,National,Human,Apr
2001,2452054.5,145,1833.0,Campfire,8.0,B,48.63888889,-116.0161111,MT,Montana,RM,Rocky Mountain,Human,May
2003,2452942.5,303,,Campfire,0.1,A,48.03600001,-115.16,MT,Montana,RM,Rocky Mountain,Human,Oct
2005,2453383.5,13,,Arson,6.59,B,34.34388203,-85.45866469,GA,Georgia,SA,Southern Area,Human,Jan
2002,2452340.5,66,1400.0,Debris Burning,24.0,C,38.04143,-81.01858,WV,West Virginia,EA,Eastern Area,Human,Mar
2002,2452490.5,216,1300.0,Lightning,0.1,A,40.20194444,-121.1833333,CA,California,CA,California,Lightning,Aug
2001,2452129.5,220,,Debris Burning,0.1,A,34.5778,-79.7208,SC,South Carolina,SA,Southern Area,Human,Aug
1992,2448810.5,189,,Lightning,0.1,A,29.76,-83.33,FL,Florida,SA,Southern Area,Lightning,Jul
2003,2452843.5,204,1900.0,Lightning,0.1,A,42.59166667,-121.2916667,OR,Oregon,NW,Northwest,Lightning,Jul
2000,2451736.5,193,1545.0,Lightning,0.1,A,30.9025,-82.3183333,GA,Georgia,SA,Southern Area,Lightning,Jul
1997,2450638.5,190,1705.0,Lightning,0.1,A,37.865,-109.7233333,UT,Utah,RM,Rocky Mountain,Lightning,Jul
1994,2449499.5,147,1556.0,Lightning,0.1,A,43.78,-119.845,OR,Oregon,NW,Northwest,Lightning,May
2003,2452734.5,95,1500.0,Equipment Use,0.1,A,43.1461,-102.3735,SD,South Dakota,NR,Northern Rockies,Human,Apr
1999,2451281.5,103,1315.0,Debris Burning,0.5,B,35.4612,-83.2679,NC,North Carolina,,National,Human,Apr
2006,2453758.5,23,,Campfire,1.0,B,28.67278,-82.295,FL,Florida,SA,Southern Area,Human,Jan
2006,2453803.5,68,,Arson,3.0,B,34.78713998,-79.07829001,NC,North Carolina,,National,Human,Mar
1995,2449823.5,106,1934.0,Arson,0.9,B,45.9755,-89.8896,WI,Wisconsin,NR,Northern Rockies,Human,Apr
2007,2454260.5,160,,Campfire,3.0,B,34.3181,-88.3594,MS,Mississippi,SA,Southern Area,Human,Jun
1998,2450922.5,109,2035.0,Debris Burning,0.3,B,47.8833,-94.9003,MN,Minnesota,NR,Northern Rockies,Human,Apr
2000,2451845.5,302,,Miscellaneous,3.0,B,37.6992,-83.5586,KY,Kentucky,SA,Southern Area,Undefined,Oct
2008,2454587.5,122,,Debris Burning,0.5,B,33.07793,-81.01053,SC,South Carolina,SA,Southern Area,Human,May
2004,2453158.5,154,1504.0,Children,0.5,B,38.6917,-120.806531,CA,California,CA,California,Human,Jun
1999,2451418.5,240,1300.0,Lightning,3.0,B,43.59166667,-114.6497222,ID,Idaho,GB,Great Basin,Lightning,Aug
1995,2449954.5,237,1610.0,Lightning,0.2,A,36.36,-112.3316667,AZ,Arizona,SW,Southwest,Lightning,Aug
1997,2450514.5,66,,Debris Burning,5.0,B,34.8183,-80.4317,NC,North Carolina,,National,Human,Mar
2002,2452330.5,56,,Arson,1.0,B,34.0886,-94.1408,AR,Arkansas,SA,Southern Area,Human,Feb
2001,2452166.5,257,1200.0,Lightning,0.1,A,43.356,-120.7197,OR,Oregon,NW,Northwest,Lightning,Sep
1997,2450686.5,238,1700.0,Lightning,0.2,A,46.225,-113.895,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2009,2455069.5,238,1800.0,Campfire,283.0,D,44.64638889,-122.3025,OR,Oregon,NW,Northwest,Human,Aug
2001,2452042.5,133,,Debris Burning,0.1,A,27.1831,-80.245,FL,Florida,SA,Southern Area,Human,May
2002,2452506.5,232,,Missing/Undefined,0.1,A,39.08137,-109.09843,UT,Utah,RM,Rocky Mountain,Undefined,Aug
1994,2449566.5,214,1454.0,Lightning,12031.0,G,39.43333333,-112.2166667,UT,Utah,RM,Rocky Mountain,Lightning,Aug
2008,2454537.5,72,,Miscellaneous,1.0,B,36.58805,-80.01361,VA,Virginia,EA,Eastern Area,Undefined,Mar
2006,2453898.5,163,1544.0,Lightning,0.1,A,41.66305556,-123.1530556,CA,California,CA,California,Lightning,Jun
2003,2452729.5,90,,Miscellaneous,10.0,C,32.86471998,-95.31445,TX,Texas,SA,Southern Area,Undefined,Mar
2002,2452429.5,155,945.0,Lightning,0.1,A,38.58444444,-78.66361111,VA,Virginia,EA,Eastern Area,Lightning,Jun
2003,2452935.5,296,1330.0,Smoking,0.25,A,43.65,-113.4833333,ID,Idaho,GB,Great Basin,Human,Oct
1994,2449409.5,57,,Children,0.1,A,35.965,-81.4483,NC,North Carolina,,National,Human,Feb
2006,2453830.5,95,,Debris Burning,1.97,B,34.63203576,-84.08636296,GA,Georgia,SA,Southern Area,Human,Apr
1997,2450540.5,92,1235.0,Debris Burning,37.0,C,37.60833333,-91.00666667,MO,Missouri,SA,Southern Area,Human,Apr
2008,2454667.5,202,,Missing/Undefined,0.1,A,35.2091,-82.8423,NC,North Carolina,,National,Undefined,Jul
2006,2454081.5,346,,Equipment Use,0.28,B,31.55529192,-84.01879025,GA,Georgia,SA,Southern Area,Human,Dec
1996,2450248.5,166,,Debris Burning,90.0,C,29.86458,-94.64375,TX,Texas,SA,Southern Area,Human,Jun
2004,2453075.5,71,,Arson,5.0,B,36.40785001,-94.74222999,OK,Oklahoma,SA,Southern Area,Human,Mar
2004,2453325.5,321,,Missing/Undefined,0.1,A,37.37317001,-82.36145,KY,Kentucky,SA,Southern Area,Undefined,Nov
2001,2452112.5,203,1757.0,Lightning,0.1,A,33.10222222,-108.1180556,NM,New Mexico,SW,Southwest,Lightning,Jul
1992,2448801.5,180,1730.0,Lightning,0.1,A,48.2582,-119.0511,WA,Washington,NW,Northwest,Lightning,Jun
1992,2448796.5,175,1930.0,Lightning,0.1,A,40.81166667,-123.485,CA,California,CA,California,Lightning,Jun
1994,2449459.5,107,1400.0,Campfire,0.1,A,39.64852,-77.478096,MD,Maryland,EA,Eastern Area,Human,Apr
2004,2453114.5,110,,Children,2.0,B,27.81971999,-82.69110999,FL,Florida,SA,Southern Area,Human,Apr
1996,2450289.5,207,930.0,Arson,0.1,A,30.29666667,-84.43666667,FL,Florida,SA,Southern Area,Human,Jul
2008,2454506.5,41,,Debris Burning,2.0,B,33.38498,-80.13578,SC,South Carolina,SA,Southern Area,Human,Feb
1996,2450309.5,227,1600.0,Lightning,10.0,C,37.88333333,-119.855,CA,California,CA,California,Lightning,Aug
2003,2452908.5,269,1453.0,Campfire,0.1,A,46.78388889,-121.0169444,WA,Washington,NW,Northwest,Human,Sep
2001,2452146.5,237,,Debris Burning,0.1,A,35.35,-81.1,NC,North Carolina,,National,Human,Aug
2008,2454541.5,76,,Missing/Undefined,0.1,A,30.46139,-83.2739,FL,Florida,SA,Southern Area,Undefined,Mar
1999,2451278.5,100,,Debris Burning,0.2,A,34.6667,-80.4833,SC,South Carolina,SA,Southern Area,Human,Apr
1992,2448702.5,81,,Missing/Undefined,50.0,C,41.80522152,-104.3526001,WY,Wyoming,RM,Rocky Mountain,Undefined,Mar
1994,2449524.5,172,,Children,0.01,A,43.99532,-121.34664,OR,Oregon,NW,Northwest,Human,Jun
1998,2450898.5,85,,Debris Burning,13.4,C,31.4986,-83.8953,GA,Georgia,SA,Southern Area,Human,Mar
2000,2451546.5,3,,Arson,0.25,A,39.99028,-74.25417,NJ,New Jersey,,National,Human,Jan
2005,2453623.5,253,,Lightning,5.0,B,30.90411653,-92.84356356,LA,Louisiana,SA,Southern Area,Lightning,Sep
1998,2450992.5,179,,Miscellaneous,0.2,A,31.6669,-86.1722,AL,Alabama,SA,Southern Area,Undefined,Jun
1994,2449559.5,207,2030.0,Lightning,3241.0,F,47.79,-120.805,WA,Washington,NW,Northwest,Lightning,Jul
2001,2452027.5,118,1542.0,Campfire,0.6,B,33.7862,-110.2368,AZ,Arizona,SW,Southwest,Human,Apr
2001,2451941.5,32,,Arson,0.1,A,33.7483,-80.0694,SC,South Carolina,SA,Southern Area,Human,Feb
2008,2454536.5,71,1630.0,Debris Burning,0.1,A,34.85589,-106.67075,NM,New Mexico,SW,Southwest,Human,Mar
2006,2453891.5,156,,Equipment Use,3.1,B,35.21523998,-81.42649002,NC,North Carolina,,National,Human,Jun
1999,2451390.5,212,,Arson,4.8,B,33.2464,-82.3375,GA,Georgia,SA,Southern Area,Human,Jul
2008,2454745.5,280,,Debris Burning,1.0,B,34.54744717,-84.77569759,GA,Georgia,SA,Southern Area,Human,Oct
2007,2454290.5,190,1502.0,Lightning,1.0,B,37.22138889,-107.3297222,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
1994,2449652.5,300,2300.0,Debris Burning,0.2,A,41.5166,-120.1844,CA,California,CA,California,Human,Oct
1999,2451241.5,63,,Debris Burning,2.0,B,35.9389,-90.6367,AR,Arkansas,SA,Southern Area,Human,Mar
2005,2453554.5,184,1347.0,Fireworks,50.0,C,38.9177,-122.3683,CA,California,CA,California,Human,Jul
2006,2453795.5,60,,Arson,0.1,A,35.02832999,-88.29833,TN,Tennessee,SA,Southern Area,Human,Mar
2000,2451880.5,337,2149.0,Arson,1.0,B,30.9542,-89.2067,MS,Mississippi,SA,Southern Area,Human,Dec
2007,2454435.5,335,,Debris Burning,985.0,E,34.07849,-80.68364,SC,South Carolina,SA,Southern Area,Human,Dec
2001,2452055.5,146,,Debris Burning,0.06,A,43.94433,-122.81263,OR,Oregon,NW,Northwest,Human,May
2007,2454231.5,131,1909.0,Lightning,4.0,B,44.06,-120.2447222,OR,Oregon,NW,Northwest,Lightning,May
1999,2451255.5,77,,Debris Burning,1.9,B,32.7839,-83.0286,GA,Georgia,SA,Southern Area,Human,Mar
1994,2449575.5,223,1318.0,Lightning,0.8,B,46.03666667,-115.38,ID,Idaho,GB,Great Basin,Lightning,Aug
1998,2451144.5,331,1800.0,Arson,4.0,B,34.3,-87.4,AL,Alabama,SA,Southern Area,Human,Nov
1993,2449075.5,88,1620.0,Equipment Use,0.15,A,46.40841171,-91.82783473,WI,Wisconsin,NR,Northern Rockies,Human,Mar
2002,2452368.5,94,,Debris Burning,1.0,B,33.4914,-92.8986,AR,Arkansas,SA,Southern Area,Human,Apr
1999,2451446.5,268,,Smoking,11.0,C,37.5822,-86.5194,KY,Kentucky,SA,Southern Area,Human,Sep
2005,2453591.5,221,1728.0,Miscellaneous,0.6,B,48.02,-94.8758,MN,Minnesota,NR,Northern Rockies,Undefined,Aug
2000,2451774.5,231,1543.0,Lightning,0.3,B,40.528,-112.8483,UT,Utah,RM,Rocky Mountain,Lightning,Aug
1993,2449181.5,194,,Missing/Undefined,0.5,B,34.75833333,-81.775,SC,South Carolina,SA,Southern Area,Undefined,Jul
2006,2453828.5,93,,Arson,50.0,C,27.95,-80.81612001,FL,Florida,SA,Southern Area,Human,Apr
2006,2453916.5,181,,Debris Burning,2.0,B,30.88387476,-90.26113902,LA,Louisiana,SA,Southern Area,Human,Jun
2005,2453371.5,1,,Equipment Use,2.0,B,29.17338998,-98.89432999,TX,Texas,SA,Southern Area,Human,Jan
1993,2449278.5,291,1500.0,Lightning,0.1,A,42.3665,-122.7845,OR,Oregon,NW,Northwest,Lightning,Oct
2005,2453673.5,303,1300.0,Campfire,2.4,B,33.2825,-86.10222222,AL,Alabama,SA,Southern Area,Human,Oct
2005,2453600.5,230,,Equipment Use,0.02,A,44.82466,-122.62483,OR,Oregon,NW,Northwest,Human,Aug
2008,2454649.5,184,,Equipment Use,0.3,B,34.27161,-79.24321,SC,South Carolina,SA,Southern Area,Human,Jul
1996,2450137.5,55,1550.0,Arson,20.0,C,31.16898231,-90.72001371,MS,Mississippi,SA,Southern Area,Human,Feb
1996,2450107.5,25,,Miscellaneous,20.0,C,32.20208,-94.87708,TX,Texas,SA,Southern Area,Undefined,Jan
1999,2451317.5,139,,Miscellaneous,0.1,A,31.2922,-81.7372,GA,Georgia,SA,Southern Area,Undefined,May
1997,2450571.5,123,,Lightning,0.1,A,35.3217,-76.865,NC,North Carolina,,National,Lightning,May
2005,2453572.5,202,1315.0,Equipment Use,2.0,B,37.3885,-118.5445,CA,California,CA,California,Human,Jul
2003,2452792.5,153,,Arson,0.1,A,47.5257976,-92.59566385,MN,Minnesota,NR,Northern Rockies,Human,Jun
2003,2452755.5,116,,Arson,0.5,B,47.44357473,-92.86281416,MN,Minnesota,NR,Northern Rockies,Human,Apr
1993,2449172.5,185,2335.0,Fireworks,0.5,B,36.15,-115.0342,NV,Nevada,GB,Great Basin,Human,Jul
1998,2450957.5,144,,Arson,0.25,A,46.071973,-92.454415,MN,Minnesota,NR,Northern Rockies,Human,May
2006,2453918.5,183,1500.0,Lightning,0.1,A,37.46722222,-107.2458333,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
2002,2452415.5,141,2038.0,Miscellaneous,0.5,B,48.0172,-94.9136,MN,Minnesota,NR,Northern Rockies,Undefined,May
2000,2451665.5,122,,Debris Burning,0.5,B,33.6069,-81.7706,SC,South Carolina,SA,Southern Area,Human,May
2000,2451642.5,99,100.0,Arson,2.5,B,36.417363,-84.645952,TN,Tennessee,SA,Southern Area,Human,Apr
2008,2454514.5,49,,Debris Burning,5.0,B,28.74069,-97.77879,TX,Texas,SA,Southern Area,Human,Feb
1995,2449866.5,149,1000.0,Lightning,5.0,B,29.8666667,-93.6666667,LA,Louisiana,SA,Southern Area,Lightning,May
1997,2450579.5,131,856.0,Children,0.1,A,34.54666667,-111.7033333,AZ,Arizona,SW,Southwest,Human,May
2009,2454869.5,38,,Debris Burning,0.66,B,32.51824448,-84.12258212,GA,Georgia,SA,Southern Area,Human,Feb
2007,2454317.5,217,,Campfire,2.0,B,33.45888254,-84.88360185,GA,Georgia,SA,Southern Area,Human,Aug
1994,2449423.5,71,,Debris Burning,0.2,A,35.9283,-81.0183,NC,North Carolina,,National,Human,Mar
1998,2451087.5,274,,Equipment Use,27.0,C,36.1694,-91.3092,AR,Arkansas,SA,Southern Area,Human,Oct
2006,2453931.5,196,1430.0,Miscellaneous,0.1,A,34.395,-96.4244,OK,Oklahoma,SA,Southern Area,Undefined,Jul
2001,2451960.5,51,,Railroad,3.0,B,26.7089,-81.5906,FL,Florida,SA,Southern Area,Human,Feb
2000,2451806.5,263,,Arson,5.0,B,33.6497,-87.1014,AL,Alabama,SA,Southern Area,Human,Sep
1998,2450927.5,114,,Debris Burning,1.3,B,61.62355,-149.3826,AK,Alaska,AK,Alaska,Human,Apr
1999,2451496.5,318,,Arson,160.0,D,36.4483,-85.5617,TN,Tennessee,SA,Southern Area,Human,Nov
2003,2452675.5,36,,Debris Burning,5.0,B,32.30654738,-82.07744226,GA,Georgia,SA,Southern Area,Human,Feb
1999,2451491.5,313,,Arson,4.0,B,32.87292,-94.97708,TX,Texas,SA,Southern Area,Human,Nov
2009,2455019.5,188,,Arson,5.0,B,34.99,-79.17834,NC,North Carolina,,National,Human,Jul
2000,2451830.5,287,1708.0,Arson,2.0,B,34.1168,-95.0336,OK,Oklahoma,SA,Southern Area,Human,Oct
2001,2452126.5,217,1457.0,Debris Burning,5.0,B,44.97305556,-114.7333333,ID,Idaho,GB,Great Basin,Human,Aug
2005,2453480.5,110,,Debris Burning,6.8,B,33.39400178,-85.19562107,GA,Georgia,SA,Southern Area,Human,Apr
1998,2450869.5,56,,Miscellaneous,0.4,B,36.345,-78.535,NC,North Carolina,,National,Undefined,Feb
1998,2450899.5,86,,Arson,1.0,B,32.31042,-94.86459,TX,Texas,SA,Southern Area,Human,Mar
1998,2451048.5,235,1430.0,Lightning,0.5,B,34.48666667,-111.2066667,AZ,Arizona,SW,Southwest,Lightning,Aug
2004,2453141.5,137,,Miscellaneous,0.5,B,40.45416997,-74.25150001,NJ,New Jersey,,National,Undefined,May
1998,2451031.5,218,,Smoking,0.1,A,33.4008,-82.2967,GA,Georgia,SA,Southern Area,Human,Aug
1993,2449099.5,112,1353.0,Campfire,0.1,A,34.8,-115.3842,CA,California,CA,California,Human,Apr
2006,2453828.5,93,,Debris Burning,5.0,B,31.05252997,-98.13753999,TX,Texas,SA,Southern Area,Human,Apr
1998,2451116.5,303,,Smoking,0.1,A,36.145,-78.205,NC,North Carolina,,National,Human,Oct
1999,2451440.5,262,205.0,Equipment Use,50.0,C,44.81678,-121.08699,OR,Oregon,NW,Northwest,Human,Sep
1994,2449598.5,246,840.0,Lightning,0.3,B,39.1,-109.034,CO,Colorado,RM,Rocky Mountain,Lightning,Sep
2001,2452092.5,183,,Lightning,10.0,C,43.46702,-103.73177,SD,South Dakota,NR,Northern Rockies,Lightning,Jul
2006,2453939.5,204,,Miscellaneous,0.5,B,48.03457789,-117.7582438,WA,Washington,NW,Northwest,Undefined,Jul
1992,2448635.5,14,,Arson,0.25,A,39.50028,-74.8375,NJ,New Jersey,,National,Human,Jan
2005,2453591.5,221,938.0,Lightning,153.0,D,46.2375,-114.7311111,ID,Idaho,GB,Great Basin,Lightning,Aug
1997,2450513.5,65,1200.0,Smoking,0.1,A,31.475,-111.517,AZ,Arizona,SW,Southwest,Human,Mar
2008,2454705.5,240,1630.0,Lightning,70.0,C,43.325,-109.5205556,WY,Wyoming,RM,Rocky Mountain,Lightning,Aug
1996,2450290.5,208,,Missing/Undefined,0.1,A,46.505148,-116.197675,ID,Idaho,GB,Great Basin,Undefined,Jul
1996,2450201.5,119,,Miscellaneous,2.0,B,46.749274,-94.448297,MN,Minnesota,NR,Northern Rockies,Undefined,Apr
1994,2449623.5,271,1230.0,Lightning,0.1,A,42.845,-122.295,OR,Oregon,NW,Northwest,Lightning,Sep
2006,2453798.5,63,,Debris Burning,0.5,B,35.30644998,-79.73795002,NC,North Carolina,,National,Human,Mar
2007,2454374.5,274,,Missing/Undefined,0.2,A,35.84953,-81.52951,NC,North Carolina,,National,Undefined,Oct
2004,2453210.5,206,2055.0,Miscellaneous,0.1,A,43.5375,-121.9441667,OR,Oregon,NW,Northwest,Undefined,Jul
2001,2452103.5,194,,Miscellaneous,0.25,A,34.84599999,-106.747,NM,New Mexico,SW,Southwest,Undefined,Jul
1999,2451318.5,140,,Arson,0.1,A,34.5158,-85.3608,GA,Georgia,SA,Southern Area,Human,May
2003,2452791.5,152,1410.0,Lightning,0.5,B,34.29916667,-111.0830556,AZ,Arizona,SW,Southwest,Lightning,Jun
1996,2450168.5,86,,Debris Burning,0.5,B,36.115,-78.9483,NC,North Carolina,,National,Human,Mar
2002,2452635.5,361,,Debris Burning,1.0,B,32.4903,-85.3953,AL,Alabama,SA,Southern Area,Human,Dec
2007,2454244.5,144,,Equipment Use,0.24,A,34.63207657,-83.33854369,GA,Georgia,SA,Southern Area,Human,May
1997,2450630.5,182,,Smoking,0.5,B,39.5875,-75.09167,NJ,New Jersey,,National,Human,Jul
1999,2451315.5,137,607.0,Powerline,0.1,A,37.9247,-122.7167,CA,California,CA,California,Human,May
2005,2453456.5,86,1800.0,Debris Burning,0.1,A,44.0511,-99.5829,SD,South Dakota,NR,Northern Rockies,Human,Mar
1999,2451235.5,57,,Miscellaneous,5.0,B,34.0044,-94.5567,OK,Oklahoma,SA,Southern Area,Undefined,Feb
1995,2449888.5,171,1450.0,Arson,0.5,B,33.3501,-110.4507,AZ,Arizona,SW,Southwest,Human,Jun
1993,2449128.5,141,,Railroad,2.0,B,29.72,-82.55,FL,Florida,SA,Southern Area,Human,May
